"kod";"adres";"miejscowosc";"wojewodztwo";"powiat"
"00-262";"ul. Celna od 1 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-263";"ul. D≥uga od 1 do 7";"Warszawa";"mazowieckie";"Warszawa"
"00-264";"ul. Piekarska";"Warszawa";"mazowieckie";"Warszawa"
"00-265";"ul. Piwna";"Warszawa";"mazowieckie";"Warszawa"
"00-266";"ul. åwiÍtojaÒska od 1 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-267";"Pl. Zamkowy od 1 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-268";"ul. Wπski Dunaj od 1 do 3";"Warszawa";"mazowieckie";"Warszawa"
"00-270";"ul. Krzywe Ko≥o";"Warszawa";"mazowieckie";"Warszawa"
"00-271";"ul. Nowomiejska od 2 do ostatniego, od 1 do 19, od 23 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-272";"ul. Rynek Starego Miasta";"Warszawa";"mazowieckie";"Warszawa"
"00-273";"Poczta Warszawa 040, ul. Rynek Starego Miasta 15";"Warszawa";"mazowieckie";"Warszawa"
"00-274";"ul. Zapiecek";"Warszawa";"mazowieckie";"Warszawa"
"00-275";"ul. Kamienne Schodki";"Warszawa";"mazowieckie";"Warszawa"
"00-277";"Pl. Zamkowy od 2 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-278";"ul. Kanonia";"Warszawa";"mazowieckie";"Warszawa"
"00-279";"ul. Dziekania";"Warszawa";"mazowieckie";"Warszawa"
"00-280";"ul. Skwer I Dywizji Pancernej";"Warszawa";"mazowieckie";"Warszawa"
"00-280";"ul. Wybrzeøe GdaÒskie";"Warszawa";"mazowieckie";"Warszawa"
"00-281";"ul. Jezuicka";"Warszawa";"mazowieckie";"Warszawa"
"00-282";"ul. Dawna";"Warszawa";"mazowieckie";"Warszawa"
"00-283";"ul. Steinkellera Piotra Antoniego";"Warszawa";"mazowieckie";"Warszawa"
"00-284";"ul. Wodna";"Warszawa";"mazowieckie";"Warszawa"
"00-285";"ul. Bugaj";"Warszawa";"mazowieckie";"Warszawa"
"00-286";"ul. Brzozowa od 2 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-287";"ul. Celna od 2 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-288";"ul. åwiÍtojaÒska od 2 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-301";"ul. Nowy Zjazd";"Warszawa";"mazowieckie";"Warszawa"
"00-302";"ul. Mariensztat";"Warszawa";"mazowieckie";"Warszawa"
"00-303";"ul. Boczna";"Warszawa";"mazowieckie";"Warszawa"
"00-304";"ul. Bia≥oskÛrnicza";"Warszawa";"mazowieckie";"Warszawa"
"00-305";"ul. Dobra od 92 do ostatniego, od 89 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-306";"ul. Garbarska";"Warszawa";"mazowieckie";"Warszawa"
"00-307";"ul. Krzywopoboczna";"Warszawa";"mazowieckie";"Warszawa"
"00-308";"ul. Grodzka";"Warszawa";"mazowieckie";"Warszawa"
"00-309";"ul. èrÛd≥owa";"Warszawa";"mazowieckie";"Warszawa"
"00-310";"ul. Bednarska od 2 do 14, od 1 do 11";"Warszawa";"mazowieckie";"Warszawa"
"00-311";"ul. Browarna od 6 do ostatniego, od 1 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-312";"ul. Dobra od 42 do 90, od 49 do 87";"Warszawa";"mazowieckie";"Warszawa"
"00-313";"ul. FurmaÒska";"Warszawa";"mazowieckie";"Warszawa"
"00-314";"ul. GÍsta";"Warszawa";"mazowieckie";"Warszawa"
"00-315";"ul. Karowa od 2 do 12, od 1 do 29";"Warszawa";"mazowieckie";"Warszawa"
"00-316";"ul. Lipowa";"Warszawa";"mazowieckie";"Warszawa"
"00-317";"ul. Wiúlana";"Warszawa";"mazowieckie";"Warszawa"
"00-318";"ul. Sowia";"Warszawa";"mazowieckie";"Warszawa"
"00-321";"ul. Bednarska od 16 do ostatniego, od 13 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-322";"ul. Krakowskie Przedmieúcie od 52 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-324";"ul. Karowa od 14 do ostatniego, od 31 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-325";"ul. Krakowskie Przedmieúcie od 6 do 50";"Warszawa";"mazowieckie";"Warszawa"
"00-327";"Pl. Osterwy Juliusza";"Warszawa";"mazowieckie";"Warszawa"
"00-327";"ul. Karasia Kazimierza";"Warszawa";"mazowieckie";"Warszawa"
"00-328";"ul. Kopernika Miko≥aja od 36 do ostatniego, od 27 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-330";"ul. Nowy åwiat od 70 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-331";"ul. SewerynÛw";"Warszawa";"mazowieckie";"Warszawa"
"00-332";"ul. Oboüna od 2 do ostatniego, od 5 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-333";"ul. Krakowskie Przedmieúcie od 2 do 4";"Warszawa";"mazowieckie";"Warszawa"
"00-334";"Al. Na Skarpie od 38 do ostatniego, od 39 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-335";"ul. KonopczyÒskiego Emiliana";"Warszawa";"mazowieckie";"Warszawa"
"00-336";"ul. Kopernika Miko≥aja od 22 do 34";"Warszawa";"mazowieckie";"Warszawa"
"00-337";"ul. Bartoszewicza Juliana";"Warszawa";"mazowieckie";"Warszawa"
"00-338";"ul. Browarna od 2 do 4";"Warszawa";"mazowieckie";"Warszawa"
"00-339";"ul. LeszczyÒska";"Warszawa";"mazowieckie";"Warszawa"
"00-340";"ul. Oboüna od 1 do 3";"Warszawa";"mazowieckie";"Warszawa"
"00-341";"ul. Radna";"Warszawa";"mazowieckie";"Warszawa"
"00-342";"ul. Topiel od 8 do ostatniego, od 9 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-343";"Poczta Warszawa 030, ul. Dobra 18/20";"Warszawa";"mazowieckie";"Warszawa"
"00-344";"ul. Dobra od 26 do 40, od 27 do 47";"Warszawa";"mazowieckie";"Warszawa"
"00-345";"ul. Drewniana";"Warszawa";"mazowieckie";"Warszawa"
"00-346";"ul. Elektryczna";"Warszawa";"mazowieckie";"Warszawa"
"00-347";"ul. Wybrzeøe Koúciuszkowskie od 39 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-348";"ul. Smulikowskiego Juliana od 16 do ostatniego, od 9 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-349";"ul. Tamka od 2 do 24, od 1 do 7";"Warszawa";"mazowieckie";"Warszawa"
"00-350";"ul. Topiel od 2 do 6, od 1 do 7";"Warszawa";"mazowieckie";"Warszawa"
"00-351";"ul. ZajÍcza od 2 do 18, od 24 do ostatniego, od 1 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-353";"ul. Cicha";"Warszawa";"mazowieckie";"Warszawa"
"00-354";"ul. Dynasy";"Warszawa";"mazowieckie";"Warszawa"
"00-355";"ul. Tamka od 26 do ostatniego, od 25 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-356";"ul. ZajÍcza od 20 do 22";"Warszawa";"mazowieckie";"Warszawa"
"00-357";"ul. Nowy åwiat od 60 do 68";"Warszawa";"mazowieckie";"Warszawa"
"00-358";"ul. Ordynacka od 10 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-359";"ul. Kopernika Miko≥aja od 11 do 25";"Warszawa";"mazowieckie";"Warszawa"
"00-360";"ul. åwiÍtokrzyska od 2 do 8, od 1 do 3";"Warszawa";"mazowieckie";"Warszawa"
"00-362";"ul. Ga≥czyÒskiego Konstantego Ildefonsa";"Warszawa";"mazowieckie";"Warszawa"
"00-362";"ul. Przybosia Juliana";"Warszawa";"mazowieckie";"Warszawa"
"00-363";"ul. Nowy åwiat od 34 do 58";"Warszawa";"mazowieckie";"Warszawa"
"00-364";"ul. Ordynacka od 9 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-365";"Poczta Warszawa 037, ul. Ordynacka 15";"Warszawa";"mazowieckie";"Warszawa"
"00-366";"ul. Foksal od 2 do 14, od 1 do 7";"Warszawa";"mazowieckie";"Warszawa"
"00-367";"ul. Kopernika Miko≥aja od 2 do 20, od 1 do 9";"Warszawa";"mazowieckie";"Warszawa"
"00-368";"ul. OkÛlnik";"Warszawa";"mazowieckie";"Warszawa"
"00-369";"ul. Ordynacka od 2 do 8, od 1 do 7";"Warszawa";"mazowieckie";"Warszawa"
"00-370";"ul. Krywulta Aleksandra";"Warszawa";"mazowieckie";"Warszawa"
"00-370";"ul. Szczygla";"Warszawa";"mazowieckie";"Warszawa"
"00-372";"ul. Foksal od 16 do ostatniego, od 9 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-373";"ul. Nowy åwiat od 16 do 32";"Warszawa";"mazowieckie";"Warszawa"
"00-373";"ul. Rondo Genera≥a De Gaulle`a Charlesa";"Warszawa";"mazowieckie";"Warszawa"
"00-374";"ul. Aleje Jerozolimskie od 2 do 24";"Warszawa";"mazowieckie";"Warszawa"
"00-375";"ul. Smolna";"Warszawa";"mazowieckie";"Warszawa"
"00-377";"ul. Czerwonego Krzyøa";"Warszawa";"mazowieckie";"Warszawa"
"00-378";"ul. Jaracza Stefana";"Warszawa";"mazowieckie";"Warszawa"
"00-379";"ul. Wybrzeøe Koúciuszkowskie od 27 do 37";"Warszawa";"mazowieckie";"Warszawa"
"00-380";"ul. Kruczkowskiego Leona od 8 do 12, od 3 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-381";"Al. 3 Maja od 14 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-382";"ul. Solec od 46 do ostatniego, od 81 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-384";"ul. Dobra od 1 do 25";"Warszawa";"mazowieckie";"Warszawa"
"00-385";"ul. Tamka od 9 do 23";"Warszawa";"mazowieckie";"Warszawa"
"00-386";"ul. Kruczkowskiego Leona od 14 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-388";"ul. Dobra od 2 do 24";"Warszawa";"mazowieckie";"Warszawa"
"00-389";"ul. Smulikowskiego Juliana od 2 do 14, od 1 do 7";"Warszawa";"mazowieckie";"Warszawa"
"00-390";"ul. Wybrzeøe Koúciuszkowskie od 2 do ostatniego, od 1 do 25";"Warszawa";"mazowieckie";"Warszawa"
"00-391";"Al. 3 Maja od 2 do 12";"Warszawa";"mazowieckie";"Warszawa"
"00-392";"ul. åwiÍtego Salezego Franciszka";"Warszawa";"mazowieckie";"Warszawa"
"00-393";"ul. Potockiego Ignacego";"Warszawa";"mazowieckie";"Warszawa"
"00-394";"ul. Solec od 32 do 44";"Warszawa";"mazowieckie";"Warszawa"
"00-400";"Poczta Warszawa 132, ul. Nowy åwiat 6/12";"Warszawa";"mazowieckie";"Warszawa"
"00-400";"Skrytki Pocztowe Poczta Warszawa 132, ul. Nowy åwiat 6/12";"Warszawa";"mazowieckie";"Warszawa"
"00-401";"Al. 3 Maja od 1 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-402";"ul. Solec od 67 do 79";"Warszawa";"mazowieckie";"Warszawa"
"00-403";"ul. Solec od 24 do 30A";"Warszawa";"mazowieckie";"Warszawa"
"00-404";"Poczta Warszawa 018, ul. Ludna 4";"Warszawa";"mazowieckie";"Warszawa"
"00-405";"ul. Ludna od 1 do 7";"Warszawa";"mazowieckie";"Warszawa"
"00-406";"ul. Ludna od 2 do 8";"Warszawa";"mazowieckie";"Warszawa"
"00-407";"ul. Okrπg od 6 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-408";"ul. Przystaniowa";"Warszawa";"mazowieckie";"Warszawa"
"00-409";"ul. Solec od 61A do 65";"Warszawa";"mazowieckie";"Warszawa"
"00-410";"ul. Solec od 18 do 22";"Warszawa";"mazowieckie";"Warszawa"
"00-411";"ul. Wioúlarska";"Warszawa";"mazowieckie";"Warszawa"
"00-412";"ul. Kruczkowskiego Leona od 2 do 6, od 1 do 1";"Warszawa";"mazowieckie";"Warszawa"
"00-413";"ul. Ludna od 9 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-414";"ul. Ludna od 10 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-414";"ul. Or≥owicza Mieczys≥awa";"Warszawa";"mazowieckie";"Warszawa"
"00-415";"ul. Okrπg od 1 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-416";"ul. Czerniakowska od 219 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-417";"ul. Czerniakowska od 182 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-418";"ul. KsiπøÍca od 1 do 7";"Warszawa";"mazowieckie";"Warszawa"
"00-419";"ul. Rozbrat od 42 do ostatniego, od 1 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-420";"ul. Szara";"Warszawa";"mazowieckie";"Warszawa"
"00-421";"ul. Czerniakowska od 180 do 180";"Warszawa";"mazowieckie";"Warszawa"
"00-422";"ul. Al. Zgrupowania AK ""Kryska""";"Warszawa";"mazowieckie";"Warszawa"
"00-422";"ul. Wilanowska";"Warszawa";"mazowieckie";"Warszawa"
"00-423";"ul. Okrπg od 2 do 4";"Warszawa";"mazowieckie";"Warszawa"
"00-424";"ul. Solec od 39 do 61";"Warszawa";"mazowieckie";"Warszawa"
"00-425";"ul. Solec od 14 do 16";"Warszawa";"mazowieckie";"Warszawa"
"00-427";"ul. Dmochowskiego Franciszka Ksawerego";"Warszawa";"mazowieckie";"Warszawa"
"00-428";"ul. Miechowska";"Warszawa";"mazowieckie";"Warszawa"
"00-429";"ul. Rozbrat od 26 do 40";"Warszawa";"mazowieckie";"Warszawa"
"00-430";"ul. åniegockiej Cecylii";"Warszawa";"mazowieckie";"Warszawa"
"00-431";"ul. KoümiÒska od 21 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-432";"ul. GÛrnoúlπska od 8 do 16, od 25 do 43";"Warszawa";"mazowieckie";"Warszawa"
"00-433";"ul. Profesorska";"Warszawa";"mazowieckie";"Warszawa"
"00-434";"ul. Hoene-WroÒskiego JÛzefa Marii od nr 2 do ostatniego, od nr 3 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-435";"ul. KoümiÒska od 2 do ostatniego, od 9 do 19";"Warszawa";"mazowieckie";"Warszawa"
"00-436";"ul. Czerniakowska od 179 do 217";"Warszawa";"mazowieckie";"Warszawa"
"00-438";"ul. Solec od 21 do 37";"Warszawa";"mazowieckie";"Warszawa"
"00-439";"ul. Solec od 8 do 12";"Warszawa";"mazowieckie";"Warszawa"
"00-440";"ul. Czerniakowska od 162 do 178";"Warszawa";"mazowieckie";"Warszawa"
"00-441";"ul. ZagÛrna";"Warszawa";"mazowieckie";"Warszawa"
"00-442";"ul. Idükowskiego Adama";"Warszawa";"mazowieckie";"Warszawa"
"00-443";"ul. GÛrnoúlπska od 1 do 21";"Warszawa";"mazowieckie";"Warszawa"
"00-444";"ul. GÛrnoúlπska od 2 do 6";"Warszawa";"mazowieckie";"Warszawa"
"00-446";"ul. Fabryczna";"Warszawa";"mazowieckie";"Warszawa"
"00-447";"ul. GÛrnoúlπska od 23 do 23";"Warszawa";"mazowieckie";"Warszawa"
"00-447";"ul. Rozbrat od 16 do 24";"Warszawa";"mazowieckie";"Warszawa"
"00-448";"ul. KoümiÒska od 3 do 7";"Warszawa";"mazowieckie";"Warszawa"
"00-449";"ul. £azienkowska";"Warszawa";"mazowieckie";"Warszawa"
"00-450";"ul. Przemys≥owa";"Warszawa";"mazowieckie";"Warszawa"
"00-451";"ul. Rozbrat od 2 do 14";"Warszawa";"mazowieckie";"Warszawa"
"00-452";"ul. KoümiÒska od 1 do 1B";"Warszawa";"mazowieckie";"Warszawa"
"00-453";"ul. Czerniakowska od 139 do 177";"Warszawa";"mazowieckie";"Warszawa"
"00-454";"ul. Czerniakowska od 92 do 160";"Warszawa";"mazowieckie";"Warszawa"
"00-455";"ul. Solec od 2 do 6";"Warszawa";"mazowieckie";"Warszawa"
"00-456";"ul. Solec od 1 do 19";"Warszawa";"mazowieckie";"Warszawa"
"00-457";"ul. Jezierskiego Franciszka Salezego";"Warszawa";"mazowieckie";"Warszawa"
"00-458";"ul. GÛrnoúlπska od 45 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-459";"ul. Hoene-WroÒskiego JÛzefa Marii nr 1";"Warszawa";"mazowieckie";"Warszawa"
"00-459";"ul. Myúliwiecka";"Warszawa";"mazowieckie";"Warszawa"
"00-460";"Al. Szpitala Ujazdowskiego";"Warszawa";"mazowieckie";"Warszawa"
"00-460";"ul. Agrykola";"Warszawa";"mazowieckie";"Warszawa"
"00-460";"ul. Skwer Kisielewskiego Stefana ""Kisiela""";"Warszawa";"mazowieckie";"Warszawa"
"00-461";"ul. Aleje Ujazdowskie od 6 do 6";"Warszawa";"mazowieckie";"Warszawa"
"00-462";"ul. KusociÒskiego Janusza";"Warszawa";"mazowieckie";"Warszawa"
"00-463";"ul. Podchorπøych od 32 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-464";"ul. SzwoleøerÛw";"Warszawa";"mazowieckie";"Warszawa"
"00-465";"ul. 29 Listopada";"Warszawa";"mazowieckie";"Warszawa"
"00-466";"ul. Nowosielecka od 2 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-466";"ul. Suligowskiego Adolfa";"Warszawa";"mazowieckie";"Warszawa"
"00-467";"ul. DragonÛw";"Warszawa";"mazowieckie";"Warszawa"
"00-467";"ul. JazdÛw";"Warszawa";"mazowieckie";"Warszawa"
"00-468";"ul. Kawalerii";"Warszawa";"mazowieckie";"Warszawa"
"00-468";"ul. Zaruskiego Mariusza";"Warszawa";"mazowieckie";"Warszawa"
"00-477";"ul. PiÍkna od 10 do 10, od 1 do 1A";"Warszawa";"mazowieckie";"Warszawa"
"00-478";"ul. Aleje Ujazdowskie od 2 do 4, od 8 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-479";"ul. Wiejska od 21 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-480";"ul. Wiejska od 1 do 19";"Warszawa";"mazowieckie";"Warszawa"
"00-481";"ul. Matejki Jana";"Warszawa";"mazowieckie";"Warszawa"
"00-482";"ul. Lennona Johna";"Warszawa";"mazowieckie";"Warszawa"
"00-482";"ul. PiÍkna od 2 do 8";"Warszawa";"mazowieckie";"Warszawa"
"00-483";"ul. Frascati od 2 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-484";"ul. GÛrnoúlπska od 18 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-485";"ul. MaszyÒskiego Piotra";"Warszawa";"mazowieckie";"Warszawa"
"00-486";"ul. Nullo Franciszka";"Warszawa";"mazowieckie";"Warszawa"
"00-487";"ul. Senacka";"Warszawa";"mazowieckie";"Warszawa"
"00-488";"Al. Na Skarpie od 20 do 36, od 15 do 37";"Warszawa";"mazowieckie";"Warszawa"
"00-489";"ul. Wiejska od 2 do 10";"Warszawa";"mazowieckie";"Warszawa"
"00-490";"ul. Wiejska od 12 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-491";"ul. Konopnickiej Marii";"Warszawa";"mazowieckie";"Warszawa"
"00-492";"ul. Frascati od 1 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-493";"ul. Prusa Boles≥awa";"Warszawa";"mazowieckie";"Warszawa"
"00-493";"ul. Skwer Batalionu AK ""Mi≥osz""";"Warszawa";"mazowieckie";"Warszawa"
"00-495";"ul. Aleje Jerozolimskie od 1 do 9";"Warszawa";"mazowieckie";"Warszawa"
"00-496";"ul. Mysia";"Warszawa";"mazowieckie";"Warszawa"
"00-496";"ul. Nowy åwiat od 1 do 13";"Warszawa";"mazowieckie";"Warszawa"
"00-497";"Al. Lorentza Stanis≥awa";"Warszawa";"mazowieckie";"Warszawa"
"00-497";"ul. Nowy åwiat od 2 do 14";"Warszawa";"mazowieckie";"Warszawa"
"00-498";"ul. KsiπøÍca od 2 do ostatniego, od 9 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-499";"Pl. Trzech Krzyøy od 2 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-501";"ul. Bracka od 1 do 13";"Warszawa";"mazowieckie";"Warszawa"
"00-502";"ul. Bracka od 2 do 14";"Warszawa";"mazowieckie";"Warszawa"
"00-503";"ul. Øurawia od 2 do 14, od 1 do 15";"Warszawa";"mazowieckie";"Warszawa"
"00-504";"Poczta Warszawa 015, Pl. Trzech Krzyøy 13";"Warszawa";"mazowieckie";"Warszawa"
"00-505";"ul. WspÛlna od 2 do 4";"Warszawa";"mazowieckie";"Warszawa"
"00-507";"Pl. Trzech Krzyøy od 5 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-508";"ul. Aleje Jerozolimskie od 11 do 35";"Warszawa";"mazowieckie";"Warszawa"
"00-509";"ul. Krucza od 46 do 48, od 47 do 49";"Warszawa";"mazowieckie";"Warszawa"
"00-510";"ul. Marsza≥kowska od 94 do 98";"Warszawa";"mazowieckie";"Warszawa"
"00-511";"ul. Nowogrodzka od 10 do 26, od 15 do 33";"Warszawa";"mazowieckie";"Warszawa"
"00-512";"ul. Krucza od 38 do 44";"Warszawa";"mazowieckie";"Warszawa"
"00-513";"ul. Nowogrodzka od 2 do 8, od 1 do 13";"Warszawa";"mazowieckie";"Warszawa"
"00-514";"ul. Marsza≥kowska od 84 do 92";"Warszawa";"mazowieckie";"Warszawa"
"00-515";"ul. Øurawia od 16 do 36, od 17 do 35";"Warszawa";"mazowieckie";"Warszawa"
"00-516";"ul. Hoøa od 22 do 44";"Warszawa";"mazowieckie";"Warszawa"
"00-517";"ul. Marsza≥kowska od 76 do 82";"Warszawa";"mazowieckie";"Warszawa"
"00-518";"ul. Parkingowa";"Warszawa";"mazowieckie";"Warszawa"
"00-519";"ul. Grabowskiego Antoniego";"Warszawa";"mazowieckie";"Warszawa"
"00-519";"ul. WspÛlna od 8 do 44, od 25 do 41";"Warszawa";"mazowieckie";"Warszawa"
"00-521";"ul. Hoøa od 19 do 31";"Warszawa";"mazowieckie";"Warszawa"
"00-522";"ul. Krucza od 28 do 36";"Warszawa";"mazowieckie";"Warszawa"
"00-522";"ul. WspÛlna od 6 do 6";"Warszawa";"mazowieckie";"Warszawa"
"00-524";"ul. Marsza≥kowska od 74 do 74";"Warszawa";"mazowieckie";"Warszawa"
"00-525";"ul. Krucza od 15 do 45";"Warszawa";"mazowieckie";"Warszawa"
"00-526";"ul. Krucza od 16 do 26";"Warszawa";"mazowieckie";"Warszawa"
"00-527";"ul. WspÛlna od 23 do 23";"Warszawa";"mazowieckie";"Warszawa"
"00-528";"ul. Hoøa od 2 do 20, od 1 do 17";"Warszawa";"mazowieckie";"Warszawa"
"00-529";"ul. WspÛlna od 1 do 21";"Warszawa";"mazowieckie";"Warszawa"
"00-530";"ul. Mokotowska od 67 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-532";"ul. Wilcza od 2 do 20";"Warszawa";"mazowieckie";"Warszawa"
"00-533";"ul. Mokotowska od 63 do 65";"Warszawa";"mazowieckie";"Warszawa"
"00-534";"ul. Mokotowska od 56 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-535";"Pl. Trzech Krzyøy od 1 do 3";"Warszawa";"mazowieckie";"Warszawa"
"00-536";"ul. Aleje Ujazdowskie od 43 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-537";"ul. Krucza od 2 do 14";"Warszawa";"mazowieckie";"Warszawa"
"00-538";"ul. Mokotowska od 54 do 54";"Warszawa";"mazowieckie";"Warszawa"
"00-538";"ul. Wilcza od 1 do 15";"Warszawa";"mazowieckie";"Warszawa"
"00-539";"ul. PiÍkna od 12 do 16, od 1B do 9";"Warszawa";"mazowieckie";"Warszawa"
"00-540";"ul. Aleje Ujazdowskie od 21 do 41";"Warszawa";"mazowieckie";"Warszawa"
"00-541";"ul. Mokotowska od 30 do 38";"Warszawa";"mazowieckie";"Warszawa"
"00-542";"ul. Mokotowska od 47 do 61";"Warszawa";"mazowieckie";"Warszawa"
"00-543";"ul. Mokotowska od 40 do 52";"Warszawa";"mazowieckie";"Warszawa"
"00-544";"ul. Wilcza od 22 do 34, od 19 do 33";"Warszawa";"mazowieckie";"Warszawa"
"00-545";"ul. Marsza≥kowska od 54 do 72";"Warszawa";"mazowieckie";"Warszawa"
"00-546";"ul. KsiÍdza Skorupki Ignacego";"Warszawa";"mazowieckie";"Warszawa"
"00-547";"ul. PiÍkna od 28 do 42";"Warszawa";"mazowieckie";"Warszawa"
"00-548";"ul. Krucza od 1 do 13";"Warszawa";"mazowieckie";"Warszawa"
"00-548";"ul. Wilcza od 17 do 17";"Warszawa";"mazowieckie";"Warszawa"
"00-549";"ul. PiÍkna od 18 do 26, od 11 do 29";"Warszawa";"mazowieckie";"Warszawa"
"00-550";"Pl. Konstytucji od 6 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-551";"ul. Mokotowska od 37 do 45";"Warszawa";"mazowieckie";"Warszawa"
"00-552";"Pl. Konstytucji od 2 do 4";"Warszawa";"mazowieckie";"Warszawa"
"00-553";"ul. Koszykowa od 22 do 30, od 29 do 37";"Warszawa";"mazowieckie";"Warszawa"
"00-554";"ul. Marsza≥kowska od 32 do 52";"Warszawa";"mazowieckie";"Warszawa"
"00-555";"ul. Koszykowa od 18 do 20";"Warszawa";"mazowieckie";"Warszawa"
"00-556";"Al. RÛø";"Warszawa";"mazowieckie";"Warszawa"
"00-557";"ul. Aleje Ujazdowskie od 15 do 19";"Warszawa";"mazowieckie";"Warszawa"
"00-558";"ul. Mokotowska od 28 do 28";"Warszawa";"mazowieckie";"Warszawa"
"00-559";"ul. Calinescu Armanda";"Warszawa";"mazowieckie";"Warszawa"
"00-559";"ul. Chopina Fryderyka";"Warszawa";"mazowieckie";"Warszawa"
"00-559";"ul. Sieroszewskiego Wac≥awa";"Warszawa";"mazowieckie";"Warszawa"
"00-560";"ul. Mokotowska od 19 do 35";"Warszawa";"mazowieckie";"Warszawa"
"00-561";"ul. Mokotowska od 12 do 26";"Warszawa";"mazowieckie";"Warszawa"
"00-562";"ul. Koszykowa od 5 do 27";"Warszawa";"mazowieckie";"Warszawa"
"00-562";"ul. NatoliÒska od 3 do 3";"Warszawa";"mazowieckie";"Warszawa"
"00-563";"ul. Marsza≥kowska od 30 do 30";"Warszawa";"mazowieckie";"Warszawa"
"00-564";"ul. Koszykowa od 2 do 16, od 1 do 3";"Warszawa";"mazowieckie";"Warszawa"
"00-565";"Al. PrzyjaciÛ≥";"Warszawa";"mazowieckie";"Warszawa"
"00-566";"ul. Teresy";"Warszawa";"mazowieckie";"Warszawa"
"00-567";"ul. Aleje Ujazdowskie od 11 do 13";"Warszawa";"mazowieckie";"Warszawa"
"00-568";"ul. NatoliÒska od 2 do ostatniego, od 1 do 1, od 5 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-569";"ul. S≥uøewska";"Warszawa";"mazowieckie";"Warszawa"
"00-570";"Al. Wyzwolenia od 2 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-570";"Pl. Zbawiciela od 4 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
"00-571";"Al. Armii Ludowej od 2 do 8";"Warszawa";"mazowieckie";"Warszawa"
"00-572";"Al. Wyzwolenia od 1 do ostatniego";"Warszawa";"mazowieckie";"Warszawa"
